year,iso_i,iso_j,exports,dist,distw,distcap,distwces,cont,lang,ccol,crel,rta,gdp_i,gdp_pcap_i,gdp_j,gdp_pcap_j
2018,GTM,GRD,634899,3127.97,3149.689,3127.97,3148.737,0,0,0,0.612,0,73208583758.9105,4478.42464550944,1166523555.55556,10466.8822111958
2019,GTM,GRD,621080,3127.97,3149.689,3127.97,3148.737,0,0,0,0.612,0,77020015201.3201,4638.63494319511,1212694407.40741,10827.4352905074
2020,GTM,GRD,470650,3127.97,3149.689,3127.97,3148.737,0,0,0,0.612,0,77604632170.5853,4603.33961670975,1042100555.55556,9261.55187617696
1995,GTM,GUY,127267,3640.024,3675.161,3640.024,3673.932,0,0,0,0.178,0,14655404433.2771,1424.68254256258,621626785.915493,816.5354249131
1996,GTM,GUY,522365,3640.024,3675.161,3640.024,3673.932,0,0,0,0.178,0,15674835615.3139,1487.60765839974,705406001.424501,927.188583380544
1997,GTM,GUY,635914,3640.024,3675.161,3640.024,3673.932,0,0,0,0.178,0,17790026221.6139,1649.00160206099,749138009.56454,988.341316751264
1998,GTM,GUY,358066,3640.024,3675.161,3640.024,3673.932,0,0,0,0.178,0,19395491992.9939,1755.84958223191,717530683.169567,951.91247710807
1999,GTM,GUY,815400,3640.024,3675.161,3640.024,3673.932,0,0,0,0.178,0,18318412251.3642,1619.51073552531,694754988.258295,926.740336169619
2000,GTM,GUY,646514,3640.024,3675.161,3640.024,3673.932,0,0,0,0.178,0,19288827158.9035,1664.29895827045,712667896.727512,954.400318095334
2001,GTM,GUY,267353,3640.024,3675.161,3640.024,3673.932,0,0,0,0.178,0,18405203853.1036,1550.36036555447,712167575.624277,955.665380611907
2002,GTM,GUY,196648,3640.024,3675.161,3640.024,3673.932,0,0,0,0.178,0,20444205991.025,1682.99450068936,726131434.715338,974.949193282042
2003,GTM,GUY,124151,3640.024,3675.161,3640.024,3673.932,0,0,0,0.178,0,21576351798.9145,1737.87928692973,743064076.794567,997.211372858551
2004,GTM,GUY,449836,3640.024,3675.161,3640.024,3673.932,0,0,0,0.178,0,23577286226.6407,1859.098363351,787814379.183843,1056.42388561094
2005,GTM,GUY,658918,3640.024,3675.161,3640.024,3673.932,0,0,0,0.178,0,26783543667.064,2068.50012859333,824880550.343965,1105.50682477118
2006,GTM,GUY,244391,3640.024,3675.161,3640.024,3673.932,0,0,0,0.178,0,29744368110.9094,2251.08796275499,2379818382.99241,3188.67316016589
2007,GTM,GUY,1719162,3640.024,3675.161,3640.024,3673.932,0,0,0,0.178,0,33567868322.6252,2490.74912665208,2730971150.01134,3658.47996657813
2008,GTM,GUY,3151119,3640.024,3675.161,3640.024,3673.932,0,0,0,0.178,0,38503862830.6878,2802.46196190125,3025187923.58617,4050.78623700136
2009,GTM,GUY,3615457,3640.024,3675.161,3640.024,3673.932,0,0,0,0.178,0,37125943564.9873,2651.81712283814,3165663152.73351,4233.76614276173
2010,GTM,GUY,1994671,3640.024,3675.161,3640.024,3673.932,0,0,0,0.178,0,40676432028.5934,2852.54732650116,3432913073.24154,4580.69876204788
2011,GTM,GUY,3122250,3640.024,3675.161,3640.024,3673.932,0,0,0,0.178,0,46876114650.4996,3228.0457411296,3691384317.52178,4908.56644826434
2012,GTM,GUY,5803395,3640.024,3675.161,3640.024,3673.932,0,0,0,0.178,0,49593961141.7484,3355.03691881272,4063089191.87525,5378.81087848265
2013,GTM,GUY,3371775,3640.024,3675.161,3640.024,3673.932,0,0,0,0.178,0,52996540703.5943,3522.77370621475,4167800259.20888,5489.14072551384
2014,GTM,GUY,3731494,3640.024,3675.161,3640.024,3673.932,0,0,0,0.178,0,57852399963.7878,3779.64233613025,4127659492.02031,5407.14736611728
2015,GTM,GUY,2777820,3640.024,3675.161,3640.024,3673.932,0,0,0,0.178,0,62186186575.7433,3994.63691288475,4279840193.7046,5576.82585151355
2016,GTM,GUY,3900402,3640.024,3675.161,3640.024,3673.932,0,0,0,0.178,0,66053725049.0138,4173.30166619474,4482697336.56174,5811.39792362577
2017,GTM,GUY,5835291,3640.024,3675.161,3640.024,3673.932,0,0,0,0.178,0,71654134378.5299,4454.04814983548,4748174334.14044,6124.95366998759
2018,GTM,GUY,5882421,3640.024,3675.161,3640.024,3673.932,0,0,0,0.178,0,73208583758.9105,4478.42464550944,4787636237.24043,6145.81927664377
2019,GTM,GUY,6004917,3640.024,3675.161,3640.024,3673.932,0,0,0,0.178,0,77020015201.3201,4638.63494319511,5173760191.84652,6609.51127954588
2020,GTM,GUY,6510937,3640.024,3675.161,3640.024,3673.932,0,0,0,0.178,0,77604632170.5853,4603.33961670975,5471256594.72422,6955.93921717789
1995,GTM,HND,124814113,359.267,350.713,359.267,325.853,1,1,0,0.902,1,14655404433.2771,1424.68254256258,5347445005.21376,936.667654324264
1996,GTM,HND,140194209,359.267,350.713,359.267,325.853,1,1,0,0.902,1,15674835615.3139,1487.60765839974,5215028986.48649,887.69261230849
1997,GTM,HND,177229423,359.267,350.713,359.267,325.853,1,1,0,0.902,1,17790026221.6139,1649.00160206099,5737099650.19011,948.954770228598
1998,GTM,HND,215868479,359.267,350.713,359.267,325.853,1,1,0,0.902,1,19395491992.9939,1755.84958223191,6366340265.87888,1023.46073380734
1999,GTM,HND,208528966,359.267,350.713,359.267,325.853,1,1,0,0.902,1,18318412251.3642,1619.51073552531,6414520529.61672,1002.71692187708
2000,GTM,HND,233130433,359.267,350.713,359.267,325.853,1,1,0,0.902,1,19288827158.9035,1664.29895827045,7103826902.2067,1080.51047183846
2001,GTM,HND,295305753,359.267,350.713,359.267,325.853,1,1,0,0.902,1,18405203853.1036,1550.36036555447,7565854723.75973,1120.5499603312
2002,GTM,HND,271405028,359.267,350.713,359.267,325.853,1,1,0,0.902,1,20444205991.025,1682.99450068936,7775251509.62716,1122.08860037103
2003,GTM,HND,281172346,359.267,350.713,359.267,325.853,1,1,0,0.902,1,21576351798.9145,1737.87928692973,8140278400.9927,1145.49794612385
2004,GTM,HND,347542508,359.267,350.713,359.267,325.853,1,1,0,0.902,1,23577286226.6407,1859.098363351,8772169959.31672,1204.47982560326
2005,GTM,HND,394042606,359.267,350.713,359.267,325.853,1,1,0,0.902,1,26783543667.064,2068.50012859333,9672023050.30829,1296.69478359222
2006,GTM,HND,308700234,359.267,350.713,359.267,325.853,1,1,0,0.902,1,29744368110.9094,2251.08796275499,10841724916.9457,1420.13439576879
2007,GTM,HND,592963392,359.267,350.713,359.267,325.853,1,1,0,0.902,1,33567868322.6252,2490.74912665208,12275500115.7231,1572.06488754886
2008,GTM,HND,736828826,359.267,350.713,359.267,325.853,1,1,0,0.902,1,38503862830.6878,2802.46196190125,13789443623.162,1727.79368172882
2009,GTM,HND,606382751,359.267,350.713,359.267,325.853,1,1,0,0.902,1,37125943564.9873,2651.81712283814,14486159608.067,1777.27280187503
2010,GTM,HND,700082526,359.267,350.713,359.267,325.853,1,1,0,0.902,1,40676432028.5934,2852.54732650116,15729649158.5883,1891.15858933835
2011,GTM,HND,813672206,359.267,350.713,359.267,325.853,1,1,0,0.902,1,46876114650.4996,3228.0457411296,17588098574.7369,2073.90437014256
2012,GTM,HND,795461577,359.267,350.713,359.267,325.853,1,1,0,0.902,1,49593961141.7484,3355.03691881272,18400538859.3598,2129.52143871807
2013,GTM,HND,790978857,359.267,350.713,359.267,325.853,1,1,0,0.902,1,52996540703.5943,3522.77370621475,18372173380.7373,2088.09720593332
2014,GTM,HND,885487791,359.267,350.713,359.267,325.853,1,1,0,0.902,1,57852399963.7878,3779.64233613025,19618567249.5003,2190.6531391773
2015,GTM,HND,903372628,359.267,350.713,359.267,325.853,1,1,0,0.902,1,62186186575.7433,3994.63691288475,20833948799.5352,2286.20303687333
2016,GTM,HND,913934260,359.267,350.713,359.267,325.853,1,1,0,0.902,1,66053725049.0138,4173.30166619474,21566622849.6057,2326.29727827042
2017,GTM,HND,967261396,359.267,350.713,359.267,325.853,1,1,0,0.902,1,71654134378.5299,4454.04814983548,22975415842.4648,2436.6716359867
2018,GTM,HND,935176111,359.267,350.713,359.267,325.853,1,1,0,0.902,1,73208583758.9105,4478.42464550944,23900438563.7271,2492.86896769136
2019,GTM,HND,1000299756,359.267,350.713,359.267,325.853,1,1,0,0.902,1,77020015201.3201,4638.63494319511,24915522849.1544,2556.45689068459
2020,GTM,HND,1018468071,359.267,350.713,359.267,325.853,1,1,0,0.902,1,77604632170.5853,4603.33961670975,23662231633.9139,2389.012430771
1995,GTM,HTI,5114188,1986.791,1997.701,1986.791,1995.592,0,0,0,0.783,0,14655404433.2771,1424.68254256258,2813313278.81082,363.265544505251
1996,GTM,HTI,12837364,1986.791,1997.701,1986.791,1995.592,0,0,0,0.783,0,15674835615.3139,1487.60765839974,2907514522.92503,368.631863799103
1997,GTM,HTI,8621438,1986.791,1997.701,1986.791,1995.592,0,0,0,0.783,0,17790026221.6139,1649.00160206099,3338938830.01743,415.770742131053
1998,GTM,HTI,10630769,1986.791,1997.701,1986.791,1995.592,0,0,0,0.783,0,19395491992.9939,1755.84958223191,3723909226.86781,455.541896058048
1999,GTM,HTI,12846459,1986.791,1997.701,1986.791,1995.592,0,0,0,0.783,0,18318412251.3642,1619.51073552531,4153736347.44223,499.302968654216
2000,GTM,HTI,13397353,1986.791,1997.701,1986.791,1995.592,0,0,0,0.783,0,19288827158.9035,1664.29895827045,6813577558.17628,805.025632473004
2001,GTM,HTI,10604601,1986.791,1997.701,1986.791,1995.592,0,0,0,0.783,0,18405203853.1036,1550.36036555447,6331961555.40914,735.521117948839
2002,GTM,HTI,8328612,1986.791,1997.701,1986.791,1995.592,0,0,0,0.783,0,20444205991.025,1682.99450068936,6058134466.75258,692.030162929914
2003,GTM,HTI,9566468,1986.791,1997.701,1986.791,1995.592,0,0,0,0.783,0,21576351798.9145,1737.87928692973,4826827577.08641,542.333596073937
2004,GTM,HTI,5383872,1986.791,1997.701,1986.791,1995.592,0,0,0,0.783,0,23577286226.6407,1859.098363351,6036959914.72398,667.282546430327
2005,GTM,HTI,11537677,1986.791,1997.701,1986.791,1995.592,0,0,0,0.783,0,26783543667.064,2068.50012859333,7184064657.2953,781.276657785884
2006,GTM,HTI,9209693,1986.791,1997.701,1986.791,1995.592,0,0,0,0.783,0,29744368110.9094,2251.08796275499,7518107786.51149,804.524511910761
2007,GTM,HTI,9173001,1986.791,1997.701,1986.791,1995.592,0,0,0,0.783,0,33567868322.6252,2490.74912665208,9522763153.81366,1002.88848691754
2008,GTM,HTI,20546026,1986.791,1997.701,1986.791,1995.592,0,0,0,0.783,0,38503862830.6878,2802.46196190125,10485225353.1801,1086.93819183192
2009,GTM,HTI,8233293,1986.791,1997.701,1986.791,1995.592,0,0,0,0.783,0,37125943564.9873,2651.81712283814,11597014807.3496,1183.60485420762
2010,GTM,HTI,28263808,1986.791,1997.701,1986.791,1995.592,0,0,0,0.783,0,40676432028.5934,2852.54732650116,11859315078.7902,1191.97266373335
2011,GTM,HTI,17772631,1986.791,1997.701,1986.791,1995.592,0,0,0,0.783,0,46876114650.4996,3228.0457411296,13008754110.8113,1287.95465003201
2012,GTM,HTI,22758117,1986.791,1997.701,1986.791,1995.592,0,0,0,0.783,0,49593961141.7484,3355.03691881272,13708926466.2732,1337.33594561281
2013,GTM,HTI,34707872,1986.791,1997.701,1986.791,1995.592,0,0,0,0.783,0,52996540703.5943,3522.77370621475,14902474090.615,1432.83761766692
2014,GTM,HTI,45898184,1986.791,1997.701,1986.791,1995.592,0,0,0,0.783,0,57852399963.7878,3779.64233613025,15139264670.4225,1435.13647023104
2015,GTM,HTI,41818885,1986.791,1997.701,1986.791,1995.592,0,0,0,0.783,0,62186186575.7433,3994.63691288475,14833154471.7456,1386.85419078846
2016,GTM,HTI,57863631,1986.791,1997.701,1986.791,1995.592,0,0,0,0.783,0,66053725049.0138,4173.30166619474,13987693738.923,1290.38050812318
2017,GTM,HTI,36407132,1986.791,1997.701,1986.791,1995.592,0,0,0,0.783,0,71654134378.5299,4454.04814983548,15035560372.6443,1369.06373395137
2018,GTM,HTI,40649948,1986.791,1997.701,1986.791,1995.592,0,0,0,0.783,0,73208583758.9105,4478.42464550944,16455034352.7671,1479.3458268885
2019,GTM,HTI,37669480,1986.791,1997.701,1986.791,1995.592,0,0,0,0.783,0,77020015201.3201,4638.63494319511,14785839382.9002,1312.77063606676
2020,GTM,HTI,38655443,1986.791,1997.701,1986.791,1995.592,0,0,0,0.783,0,77604632170.5853,4603.33961670975,14508218017.4032,1272.36799204205
1995,GTM,JAM,1963549,1511.007,1507.442,1511.007,1504.502,0,0,0,0.117,0,14655404433.2771,1424.68254256258,6577523824.70029,2596.01012142309
1996,GTM,JAM,6824636,1511.007,1507.442,1511.007,1504.502,0,0,0,0.117,0,15674835615.3139,1487.60765839974,7393883554.77969,2889.78111919213
1997,GTM,JAM,5509404,1511.007,1507.442,1511.007,1504.502,0,0,0,0.117,0,17790026221.6139,1649.00160206099,8400033893.99653,3250.89530611178
1998,GTM,JAM,4499685,1511.007,1507.442,1511.007,1504.502,0,0,0,0.117,0,19395491992.9939,1755.84958223191,8787195622.43502,3368.19471635465
1999,GTM,JAM,8175383,1511.007,1507.442,1511.007,1504.502,0,0,0,0.117,0,18318412251.3642,1619.51073552531,8887061866.89206,3375.6749752788
2000,GTM,JAM,8156986,1511.007,1507.442,1511.007,1504.502,0,0,0,0.117,0,19288827158.9035,1664.29895827045,9005064474.93003,3392.12387809462
2001,GTM,JAM,6248788,1511.007,1507.442,1511.007,1504.502,0,0,0,0.117,0,18405203853.1036,1550.36036555447,9194717835.99985,3437.65551653148
2002,GTM,JAM,6196046,1511.007,1507.442,1511.007,1504.502,0,0,0,0.117,0,20444205991.025,1682.99450068936,9719017925.92929,3609.20333117426
2003,GTM,JAM,5734751,1511.007,1507.442,1511.007,1504.502,0,0,0,0.117,0,21576351798.9145,1737.87928692973,9430230564.4699,3480.5116649541
2004,GTM,JAM,11720119,1511.007,1507.442,1511.007,1504.502,0,0,0,0.117,0,23577286226.6407,1859.098363351,10174664853.9476,3733.7986713285
2005,GTM,JAM,22933371,1511.007,1507.442,1511.007,1504.502,0,0,0,0.117,0,26783543667.064,2068.50012859333,11243868485.7428,4103.6016371324
2006,GTM,JAM,10739441,1511.007,1507.442,1511.007,1504.502,0,0,0,0.117,0,29744368110.9094,2251.08796275499,11930171468.3796,4331.29205282124
2007,GTM,JAM,27322031,1511.007,1507.442,1511.007,1504.502,0,0,0,0.117,0,33567868322.6252,2490.74912665208,12799593017.7101,4623.74789719712
2008,GTM,JAM,31513964,1511.007,1507.442,1511.007,1504.502,0,0,0,0.117,0,38503862830.6878,2802.46196190125,13709402085.3206,4928.12640901515
2009,GTM,JAM,19824798,1511.007,1507.442,1511.007,1504.502,0,0,0,0.117,0,37125943564.9873,2651.81712283814,12120460872.8003,4335.17841077413
2010,GTM,JAM,18201738,1511.007,1507.442,1511.007,1504.502,0,0,0,0.117,0,40676432028.5934,2852.54732650116,13220556882.7046,4704.04775962425
2011,GTM,JAM,21355082,1511.007,1507.442,1511.007,1504.502,0,0,0,0.117,0,46876114650.4996,3228.0457411296,14444655299.8772,5111.46598710697
2012,GTM,JAM,27338841,1511.007,1507.442,1511.007,1504.502,0,0,0,0.117,0,49593961141.7484,3355.03691881272,14807086889.2099,5209.85926362567
2013,GTM,JAM,23674142,1511.007,1507.442,1511.007,1504.502,0,0,0,0.117,0,52996540703.5943,3522.77370621475,14264202737.3082,4989.73408891012
2014,GTM,JAM,20131095,1511.007,1507.442,1511.007,1504.502,0,0,0,0.117,0,57852399963.7878,3779.64233613025,13899228824.2161,4834.28400949801
2015,GTM,JAM,29430980,1511.007,1507.442,1511.007,1504.502,0,0,0,0.117,0,62186186575.7433,3994.63691288475,14188935947.5694,4907.927415189
2016,GTM,JAM,36109826,1511.007,1507.442,1511.007,1504.502,0,0,0,0.117,0,66053725049.0138,4173.30166619474,14077109396.8584,4843.74989999401
2017,GTM,JAM,37551862,1511.007,1507.442,1511.007,1504.502,0,0,0,0.117,0,71654134378.5299,4454.04814983548,14808989993.3185,5070.0995030616
2018,GTM,JAM,33905199,1511.007,1507.442,1511.007,1504.502,0,0,0,0.117,0,73208583758.9105,4478.42464550944,15730793852.7913,5359.99378939638
2019,GTM,JAM,33363985,1511.007,1507.442,1511.007,1504.502,0,0,0,0.117,0,77020015201.3201,4638.63494319511,15830768549.8916,5369.4983713849
2020,GTM,JAM,37301838,1511.007,1507.442,1511.007,1504.502,0,0,0,0.117,0,77604632170.5853,4603.33961670975,13812425036.5864,4664.53024222133
1995,GTM,LCA,121123,3183.344,3202.143,3183.344,3201.201,0,0,0,0.833,0,14655404433.2771,1424.68254256258,762962962.962963,5194.78292489983
1996,GTM,LCA,339965,3183.344,3202.143,3183.344,3201.201,0,0,0,0.833,0,15674835615.3139,1487.60765839974,788888888.888889,5300.35467584599
1997,GTM,LCA,176051,3183.344,3202.143,3183.344,3201.201,0,0,0,0.833,0,17790026221.6139,1649.00160206099,805925925.925926,5340.08697274003
1998,GTM,LCA,46800,3183.344,3202.143,3183.344,3201.201,0,0,0,0.833,0,19395491992.9939,1755.84958223191,877407407.407407,5733.82698945523
1999,GTM,LCA,24832,3183.344,3202.143,3183.344,3201.201,0,0,0,0.833,0,18318412251.3642,1619.51073552531,921851851.851852,5947.8917842146
2000,GTM,LCA,24832,3183.344,3202.143,3183.344,3201.201,0,0,0,0.833,0,19288827158.9035,1664.29895827045,932592592.592592,5950.04748459261
2001,GTM,LCA,9986,3183.344,3202.143,3183.344,3201.201,0,0,0,0.833,0,18405203853.1036,1550.36036555447,892592592.592592,5642.7489037614
2002,GTM,LCA,52995,3183.344,3202.143,3183.344,3201.201,0,0,0,0.833,0,20444205991.025,1682.99450068936,900000000,5646.45653483236
2003,GTM,LCA,0,3183.344,3202.143,3183.344,3201.201,0,0,0,0.833,0,21576351798.9145,1737.87928692973,987407407.407407,6150.92136926062
2004,GTM,LCA,0,3183.344,3202.143,3183.344,3201.201,0,0,0,0.833,0,23577286226.6407,1859.098363351,1066666666.66667,6591.64550130494
2005,GTM,LCA,47896,3183.344,3202.143,3183.344,3201.201,0,0,0,0.833,0,26783543667.064,2068.50012859333,1135555555.55556,6949.20417333029
2006,GTM,LCA,0,3183.344,3202.143,3183.344,3201.201,0,0,0,0.833,0,29744368110.9094,2251.08796275499,1268319185.18519,7669.21346965851
2007,GTM,LCA,404932,3183.344,3202.143,3183.344,3201.201,0,0,0,0.833,0,33567868322.6252,2490.74912665208,1336088814.81481,7969.79799345527
2008,GTM,LCA,1095464,3183.344,3202.143,3183.344,3201.201,0,0,0,0.833,0,38503862830.6878,2802.46196190125,1437731111.11111,8456.69463217739
2009,GTM,LCA,1119132,3183.344,3202.143,3183.344,3201.201,0,0,0,0.833,0,37125943564.9873,2651.81712283814,1401507888.88889,8137.75099080198
2010,GTM,LCA,1351928,3183.344,3202.143,3183.344,3201.201,0,0,0,0.833,0,40676432028.5934,2852.54732650116,1486758037.03704,8540.07097992462
2011,GTM,LCA,1287146,3183.344,3202.143,3183.344,3201.201,0,0,0,0.833,0,46876114650.4996,3228.0457411296,1576988407.40741,8983.74373302309
2012,GTM,LCA,2054205,3183.344,3202.143,3183.344,3201.201,0,0,0,0.833,0,49593961141.7484,3355.03691881272,1605146777.77778,9086.38795485966
2013,GTM,LCA,2449354,3183.344,3202.143,3183.344,3201.201,0,0,0,0.833,0,52996540703.5943,3522.77370621475,1664816740.74074,9378.98504684792
2014,GTM,LCA,367353,3183.344,3202.143,3183.344,3201.201,0,0,0,0.833,0,57852399963.7878,3779.64233613025,1755130814.81481,9843.30853424047
2015,GTM,LCA,118685,3183.344,3202.143,3183.344,3201.201,0,0,0,0.833,0,62186186575.7433,3994.63691288475,1808079888.88889,10093.6180163617
2016,GTM,LCA,409693,3183.344,3202.143,3183.344,3201.201,0,0,0,0.833,0,66053725049.0138,4173.30166619474,1865513444.44444,10362.3516588778
2017,GTM,LCA,2061443,3183.344,3202.143,3183.344,3201.201,0,0,0,0.833,0,71654134378.5299,4454.04814983548,1996771444.44444,11034.6298496557
2018,GTM,LCA,702146,3183.344,3202.143,3183.344,3201.201,0,0,0,0.833,0,73208583758.9105,4478.42464550944,2065127259.25926,11353.7152084186
2019,GTM,LCA,1323961,3183.344,3202.143,3183.344,3201.201,0,0,0,0.833,0,77020015201.3201,4638.63494319511,2118791555.55556,11591.0804756999
2020,GTM,LCA,825397,3183.344,3202.143,3183.344,3201.201,0,0,0,0.833,0,77604632170.5853,4603.33961670975,1616772740.74074,8804.5610483134
1995,GTM,MEX,44995305,1063.046,1427.233,1063.046,1239.568,1,1,0,0.891,0,14655404433.2771,1424.68254256258,360073909243.855,3928.22371141004
1996,GTM,MEX,79969443,1063.046,1427.233,1063.046,1239.568,1,1,0,0.891,0,15674835615.3139,1487.60765839974,410975595310.156,4412.11629751815
1997,GTM,MEX,77012607,1063.046,1427.233,1063.046,1239.568,1,1,0,0.891,0,17790026221.6139,1649.00160206099,500413483109.175,5289.16765276589
1998,GTM,MEX,105316193,1063.046,1427.233,1063.046,1239.568,1,1,0,0.891,0,19395491992.9939,1755.84958223191,526502129378.284,5481.18195394699
1999,GTM,MEX,97370204,1063.046,1427.233,1063.046,1239.568,1,1,0,0.891,0,18318412251.3642,1619.51073552531,600232874042.927,6157.19304371027
2000,GTM,MEX,120182598,1063.046,1427.233,1063.046,1239.568,1,1,0,0.891,0,19288827158.9035,1664.29895827045,707906744574.644,7157.81449985734
2001,GTM,MEX,79053970,1063.046,1427.233,1063.046,1239.568,1,1,0,0.891,1,18405203853.1036,1550.36036555447,756706300589.791,7544.56872335784
2002,GTM,MEX,75950182,1063.046,1427.233,1063.046,1239.568,1,1,0,0.891,1,20444205991.025,1682.99450068936,772106378935.377,7593.1373448964
2003,GTM,MEX,106866725,1063.046,1427.233,1063.046,1239.568,1,1,0,0.891,1,21576351798.9145,1737.87928692973,729336319677.449,7075.36964299974
2004,GTM,MEX,133351840,1063.046,1427.233,1063.046,1239.568,1,1,0,0.891,1,23577286226.6407,1859.098363351,782240601984.76,7484.486398707
2005,GTM,MEX,215842389,1063.046,1427.233,1063.046,1239.568,1,1,0,0.891,1,26783543667.064,2068.50012859333,877476221382.101,8277.67156384567
2006,GTM,MEX,174085850,1063.046,1427.233,1063.046,1239.568,1,1,0,0.891,1,29744368110.9094,2251.08796275499,975387131716.089,9068.29421839425
2007,GTM,MEX,463724746,1063.046,1427.233,1063.046,1239.568,1,1,0,0.891,1,33567868322.6252,2490.74912665208,1052696282278.87,9642.68051672231
2008,GTM,MEX,509492695,1063.046,1427.233,1063.046,1239.568,1,1,0,0.891,1,38503862830.6878,2802.46196190125,1109989063586.62,10016.5712139986
2009,GTM,MEX,424510072,1063.046,1427.233,1063.046,1239.568,1,1,0,0.891,1,37125943564.9873,2651.81712283814,900045350649.351,8002.97217765844
2010,GTM,MEX,447343570,1063.046,1427.233,1063.046,1239.568,1,1,0,0.891,1,40676432028.5934,2852.54732650116,1057801295584.05,9271.39839576997
2011,GTM,MEX,510787539,1063.046,1427.233,1063.046,1239.568,1,1,0,0.891,1,46876114650.4996,3228.0457411296,1180489601957.61,10203.4212952716
2012,GTM,MEX,549815776,1063.046,1427.233,1063.046,1239.568,1,1,0,0.891,1,49593961141.7484,3355.03691881272,1201089987015.45,10241.727828043
2013,GTM,MEX,469592592,1063.046,1427.233,1063.046,1239.568,1,1,0,0.891,0,52996540703.5943,3522.77370621475,1274443084716.57,10725.1835873796
2014,GTM,MEX,432442895,1063.046,1427.233,1063.046,1239.568,1,1,0,0.891,1,57852399963.7878,3779.64233613025,1315351183524.54,10928.9160089988
2015,GTM,MEX,429805877,1063.046,1427.233,1063.046,1239.568,1,1,0,0.891,1,62186186575.7433,3994.63691288475,1171867608197.72,9616.64555810607
2016,GTM,MEX,458661108,1063.046,1427.233,1063.046,1239.568,1,1,0,0.891,1,66053725049.0138,4173.30166619474,1078490651625.31,8744.51555912786
2017,GTM,MEX,510994214,1063.046,1427.233,1063.046,1239.568,1,1,0,0.891,1,71654134378.5299,4454.04814983548,1158913035796.37,9287.84958732302
2018,GTM,MEX,508164307,1063.046,1427.233,1063.046,1239.568,1,1,0,0.891,1,73208583758.9105,4478.42464550944,1222408203104.3,9686.98492655586
2019,GTM,MEX,555446761,1063.046,1427.233,1063.046,1239.568,1,1,0,0.891,1,77020015201.3201,4638.63494319511,1269433932805.91,9950.45008048459
2020,GTM,MEX,462757198,1063.046,1427.233,1063.046,1239.568,1,1,0,0.891,1,77604632170.5853,4603.33961670975,1073915880822.5,8329.27131263927
1995,GTM,NIC,70972541,536.598,555.192,536.598,544.133,0,1,0,0.892,1,14655404433.2771,1424.68254256258,4140470000,890.005449052435
1996,GTM,NIC,79872839,536.598,555.192,536.598,544.133,0,1,0,0.892,1,15674835615.3139,1487.60765839974,4308351902.78601,908.63384789261
1997,GTM,NIC,83212020,536.598,555.192,536.598,544.133,0,1,0,0.892,1,17790026221.6139,1649.00160206099,4389965590.96538,909.33649213871
1998,GTM,NIC,92542112,536.598,555.192,536.598,544.133,0,1,0,0.892,1,19395491992.9939,1755.84958223191,4635267224.84195,943.922856694084
1999,GTM,NIC,103703603,536.598,555.192,536.598,544.133,0,1,0,0.892,1,18318412251.3642,1619.51073552531,4855717874.68247,972.886793493075
2000,GTM,NIC,114328157,536.598,555.192,536.598,544.133,0,1,0,0.892,1,19288827158.9035,1664.29895827045,5107329007.0922,1007.499838655
2001,GTM,NIC,130611723,536.598,555.192,536.598,544.133,0,1,0,0.892,1,18405203853.1036,1550.36036555447,5323146565.70315,1034.55138685018
2002,GTM,NIC,136173691,536.598,555.192,536.598,544.133,0,1,0,0.892,1,20444205991.025,1682.99450068936,5224213017.54386,1000.93671470556
2003,GTM,NIC,153911225,536.598,555.192,536.598,544.133,0,1,0,0.892,1,21576351798.9145,1737.87928692973,5322454925.84746,1005.73304356528
2004,GTM,NIC,174516962,536.598,555.192,536.598,544.133,0,1,0,0.892,1,23577286226.6407,1859.098363351,5795568204.64532,1080.26911900907
2005,GTM,NIC,213216366,536.598,555.192,536.598,544.133,0,1,0,0.892,1,26783543667.064,2068.50012859333,6321335612.22233,1162.28968513428
2006,GTM,NIC,141209179,536.598,555.192,536.598,544.133,0,1,0,0.892,1,29744368110.9094,2251.08796275499,6763418645.81377,1226.64430910063
2007,GTM,NIC,267181922,536.598,555.192,536.598,544.133,0,1,0,0.892,1,33567868322.6252,2490.74912665208,7423421958.4248,1327.96678222132
2008,GTM,NIC,327542529,536.598,555.192,536.598,544.133,0,1,0,0.892,1,38503862830.6878,2802.46196190125,8496946608.23151,1499.2576198887
2009,GTM,NIC,281816005,536.598,555.192,536.598,544.133,0,1,0,0.892,1,37125943564.9873,2651.81712283814,8298679908.55232,1444.36951048837
2010,GTM,NIC,352669402,536.598,555.192,536.598,544.133,0,1,0,0.892,1,40676432028.5934,2852.54732650116,8758592272.10579,1503.8641909311
2011,GTM,NIC,458944912,536.598,555.192,536.598,544.133,0,1,0,0.892,1,46876114650.4996,3228.0457411296,9774262741.75783,1655.80294573178
2012,GTM,NIC,473274524,536.598,555.192,536.598,544.133,0,1,0,0.892,1,49593961141.7484,3355.03691881272,10532006608.1447,1760.46030828841
2013,GTM,NIC,486919068,536.598,555.192,536.598,544.133,0,1,0,0.892,1,52996540703.5943,3522.77370621475,10982979274.1922,1811.63680270363
2014,GTM,NIC,513740731,536.598,555.192,536.598,544.133,0,1,0,0.892,1,57852399963.7878,3779.64233613025,11880434070.7811,1934.06292227225
2015,GTM,NIC,554815881,536.598,555.192,536.598,544.133,0,1,0,0.892,1,62186186575.7433,3994.63691288475,12756706583.3113,2049.8516660809
